Resistance,Frequency_Hz,Vs_Vpp_Run1,VR_Vpp_Run1,Gain_Run1,Run_Run1,Vs_Vpp_Run2,VR_Vpp_Run2,Gain_Run2,Run_Run2,Gain_Diff,Abs_Gain_Diff,Relative_Gain_Diff_Percent,Vs_Diff,VR_Diff,Suspicious
100,2500,1.62,0.84,0.5185185185185185,1,1.64,0.84,0.5121951219512195,2,-0.006323396567298967,0.006323396567298967,1.2195121951219436,0.019999999999999796,0.0,False
100,2600,1.6,0.872,0.5449999999999999,1,1.58,0.868,0.5493670886075949,2,0.004367088607594938,0.004367088607594938,0.8013006619440254,-0.020000000000000018,-0.0040000000000000036,False
100,2700,1.56,0.896,0.5743589743589743,1,1.54,0.896,0.5818181818181818,2,0.007459207459207473,0.007459207459207473,1.2987012987013011,-0.020000000000000018,0.0,False
100,2800,1.54,0.92,0.5974025974025974,1,1.5,0.912,0.608,2,0.010597402597402605,0.010597402597402605,1.7739130434782622,-0.040000000000000036,-0.008000000000000007,False
100,2850,1.52,0.928,0.6105263157894737,1,1.5,0.92,0.6133333333333334,2,0.0028070175438597023,0.0028070175438597023,0.45977011494253744,-0.020000000000000018,-0.008000000000000007,False
100,2900,1.5,0.936,0.624,1,1.5,0.932,0.6213333333333334,2,-0.002666666666666595,0.002666666666666595,0.4273504273504159,0.0,-0.0040000000000000036,False
100,2950,1.5,0.944,0.6293333333333333,1,1.5,0.936,0.624,2,-0.005333333333333301,0.005333333333333301,0.847457627118639,0.0,-0.007999999999999896,False
100,3000,1.49,0.948,0.636241610738255,1,1.5,0.944,0.6293333333333333,2,-0.0069082774049217255,0.0069082774049217255,1.0857946554149125,0.010000000000000009,-0.0040000000000000036,False
100,3025,1.49,0.952,0.6389261744966442,1,1.49,0.944,0.6335570469798657,2,-0.005369127516778538,0.005369127516778538,0.8403361344537839,0.0,-0.008000000000000007,False
100,3050,1.48,0.952,0.6432432432432432,1,1.46,0.944,0.6465753424657534,2,0.0033320992225102097,0.0033320992225102097,0.5180154253482259,-0.020000000000000018,-0.008000000000000007,False
100,3075,1.47,0.952,0.6476190476190476,1,1.46,0.948,0.6493150684931507,2,0.0016960208741030325,0.0016960208741030325,0.26188557614826236,-0.010000000000000009,-0.0040000000000000036,False
100,3100,1.47,0.952,0.6476190476190476,1,1.46,0.948,0.6493150684931507,2,0.0016960208741030325,0.0016960208741030325,0.26188557614826236,-0.010000000000000009,-0.0040000000000000036,False
100,3125,1.48,0.952,0.6432432432432432,1,1.46,0.948,0.6493150684931507,2,0.006071825249907459,0.006071825249907459,0.9439392195234285,-0.020000000000000018,-0.0040000000000000036,False
